TRIP_ID,prompt
80,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: St. Gallen.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 49 minutes, costing 35 CHF, with a headway of 30 minutes.
 - Train: travel time of 116 minutes, costing 29 CHF, with a headway of 30 minutes.
 - Car: travel time of 48 minutes, costing 52 CHF."
81,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 59 minutes, costing 46 CHF, with a headway of 30 minutes.
 - Train: travel time of 131 minutes, costing 42 CHF, with a headway of 120 minutes."
82,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 62 minutes, costing 38 CHF, with a headway of 30 minutes.
 - Train: travel time of 110 minutes, costing 31 CHF, with a headway of 120 minutes."
83,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 66 minutes, costing 40 CHF, with a headway of 20 minutes.
 - Train: travel time of 131 minutes, costing 31 CHF, with a headway of 120 minutes."
84,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 66 minutes, costing 40 CHF, with a headway of 10 minutes.
 - Train: travel time of 117 minutes, costing 31 CHF, with a headway of 60 minutes."
85,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 66 minutes, costing 42 CHF, with a headway of 30 minutes.
 - Train: travel time of 117 minutes, costing 35 CHF, with a headway of 120 minutes."
86,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 66 minutes, costing 42 CHF, with a headway of 20 minutes.
 - Train: travel time of 110 minutes, costing 35 CHF, with a headway of 60 minutes."
87,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 62 minutes, costing 49 CHF, with a headway of 10 minutes.
 - Train: travel time of 110 minutes, costing 42 CHF, with a headway of 60 minutes."
88,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 59 minutes, costing 43 CHF, with a headway of 20 minutes.
 - Train: travel time of 110 minutes, costing 35 CHF, with a headway of 120 minutes."
89,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 66 minutes, costing 56 CHF, with a headway of 20 minutes.
 - Train: travel time of 117 minutes, costing 42 CHF, with a headway of 30 minutes."
90,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: St. Gallen.
Destination: Aargau.
Available Transportation Options:
 - Swissmetro: travel time of 52 minutes, costing 38 CHF, with a headway of 10 minutes.
 - Train: travel time of 116 minutes, costing 32 CHF, with a headway of 30 minutes."
91,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: St. Gallen.
Destination: Aargau.
Available Transportation Options:
 - Swissmetro: travel time of 48 minutes, costing 43 CHF, with a headway of 10 minutes.
 - Train: travel time of 116 minutes, costing 32 CHF, with a headway of 120 minutes."
92,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: St. Gallen.
Destination: Aargau.
Available Transportation Options:
 - Swissmetro: travel time of 45 minutes, costing 40 CHF, with a headway of 20 minutes.
 - Train: travel time of 116 minutes, costing 29 CHF, with a headway of 30 minutes."
93,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: St. Gallen.
Destination: Aargau.
Available Transportation Options:
 - Swissmetro: travel time of 45 minutes, costing 40 CHF, with a headway of 30 minutes.
 - Train: travel time of 93 minutes, costing 29 CHF, with a headway of 60 minutes."
94,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: St. Gallen.
Destination: Aargau.
Available Transportation Options:
 - Swissmetro: travel time of 45 minutes, costing 40 CHF, with a headway of 30 minutes.
 - Train: travel time of 101 minutes, costing 32 CHF, with a headway of 30 minutes."
95,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: St. Gallen.
Destination: Aargau.
Available Transportation Options:
 - Swissmetro: travel time of 48 minutes, costing 34 CHF, with a headway of 10 minutes.
 - Train: travel time of 101 minutes, costing 29 CHF, with a headway of 30 minutes."
96,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: St. Gallen.
Destination: Aargau.
Available Transportation Options:
 - Swissmetro: travel time of 45 minutes, costing 43 CHF, with a headway of 20 minutes.
 - Train: travel time of 101 minutes, costing 38 CHF, with a headway of 60 minutes."
97,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: St. Gallen.
Destination: Aargau.
Available Transportation Options:
 - Swissmetro: travel time of 48 minutes, costing 45 CHF, with a headway of 30 minutes.
 - Train: travel time of 116 minutes, costing 38 CHF, with a headway of 30 minutes."
98,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: St. Gallen.
Destination: Aargau.
Available Transportation Options:
 - Swissmetro: travel time of 48 minutes, costing 43 CHF, with a headway of 30 minutes.
 - Train: travel time of 101 minutes, costing 32 CHF, with a headway of 60 minutes."
99,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 66 minutes, costing 42 CHF, with a headway of 10 minutes.
 - Train: travel time of 131 minutes, costing 36 CHF, with a headway of 30 minutes."
100,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 62 minutes, costing 50 CHF, with a headway of 10 minutes.
 - Train: travel time of 131 minutes, costing 36 CHF, with a headway of 120 minutes."
101,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 59 minutes, costing 48 CHF, with a headway of 20 minutes.
 - Train: travel time of 131 minutes, costing 32 CHF, with a headway of 30 minutes."
102,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 59 minutes, costing 48 CHF, with a headway of 30 minutes.
 - Train: travel time of 110 minutes, costing 32 CHF, with a headway of 60 minutes."
103,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 59 minutes, costing 45 CHF, with a headway of 30 minutes.
 - Train: travel time of 117 minutes, costing 36 CHF, with a headway of 30 minutes."
104,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 62 minutes, costing 38 CHF, with a headway of 10 minutes.
 - Train: travel time of 117 minutes, costing 32 CHF, with a headway of 30 minutes."
105,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 59 minutes, costing 48 CHF, with a headway of 20 minutes.
 - Train: travel time of 117 minutes, costing 43 CHF, with a headway of 60 minutes."
106,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 62 minutes, costing 49 CHF, with a headway of 30 minutes.
 - Train: travel time of 131 minutes, costing 43 CHF, with a headway of 30 minutes."
107,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 62 minutes, costing 50 CHF, with a headway of 30 minutes.
 - Train: travel time of 117 minutes, costing 36 CHF, with a headway of 60 minutes."
108,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 86 minutes, costing 40 CHF, with a headway of 30 minutes.
 - Train: travel time of 168 minutes, costing 37 CHF, with a headway of 120 minutes."
109,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 89 minutes, costing 32 CHF, with a headway of 30 minutes.
 - Train: travel time of 129 minutes, costing 28 CHF, with a headway of 120 minutes."
110,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 93 minutes, costing 32 CHF, with a headway of 20 minutes.
 - Train: travel time of 168 minutes, costing 28 CHF, with a headway of 120 minutes."
111,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 93 minutes, costing 32 CHF, with a headway of 10 minutes.
 - Train: travel time of 142 minutes, costing 28 CHF, with a headway of 60 minutes."
112,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 93 minutes, costing 34 CHF, with a headway of 30 minutes.
 - Train: travel time of 142 minutes, costing 31 CHF, with a headway of 120 minutes."
113,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 93 minutes, costing 34 CHF, with a headway of 20 minutes.
 - Train: travel time of 129 minutes, costing 31 CHF, with a headway of 60 minutes."
114,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 89 minutes, costing 42 CHF, with a headway of 10 minutes.
 - Train: travel time of 129 minutes, costing 37 CHF, with a headway of 60 minutes."
115,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 86 minutes, costing 36 CHF, with a headway of 20 minutes.
 - Train: travel time of 129 minutes, costing 31 CHF, with a headway of 120 minutes."
116,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 93 minutes, costing 46 CHF, with a headway of 20 minutes.
 - Train: travel time of 142 minutes, costing 37 CHF, with a headway of 30 minutes."
117,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 77 minutes, costing 38 CHF, with a headway of 20 minutes.
 - Train: travel time of 130 minutes, costing 31 CHF, with a headway of 120 minutes.
 - Car: travel time of 91 minutes, costing 100 CHF."
118,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 74 minutes, costing 36 CHF, with a headway of 10 minutes.
 - Train: travel time of 118 minutes, costing 31 CHF, with a headway of 30 minutes.
 - Car: travel time of 91 minutes, costing 130 CHF."
119,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 81 minutes, costing 43 CHF, with a headway of 30 minutes.
 - Train: travel time of 153 minutes, costing 31 CHF, with a headway of 60 minutes.
 - Car: travel time of 91 minutes, costing 80 CHF."
120,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 77 minutes, costing 38 CHF, with a headway of 20 minutes.
 - Train: travel time of 118 minutes, costing 26 CHF, with a headway of 30 minutes.
 - Car: travel time of 56 minutes, costing 80 CHF."
121,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 77 minutes, costing 28 CHF, with a headway of 20 minutes.
 - Train: travel time of 153 minutes, costing 23 CHF, with a headway of 60 minutes.
 - Car: travel time of 70 minutes, costing 130 CHF."
122,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 74 minutes, costing 35 CHF, with a headway of 10 minutes.
 - Train: travel time of 130 minutes, costing 23 CHF, with a headway of 120 minutes.
 - Car: travel time of 70 minutes, costing 80 CHF."
123,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 81 minutes, costing 43 CHF, with a headway of 10 minutes.
 - Train: travel time of 118 minutes, costing 31 CHF, with a headway of 120 minutes.
 - Car: travel time of 56 minutes, costing 100 CHF."
124,"Trip Purpose: commuter.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 81 minutes, costing 29 CHF, with a headway of 30 minutes.
 - Train: travel time of 118 minutes, costing 23 CHF, with a headway of 30 minutes.
 - Car: travel time of 70 minutes, costing 100 CHF."
